LS,FS,RS,Theta_d,vel_R,vel_L
0.6585,0.8881,0.6425,0.0547,8.0226,1.963
0.3953,0.9566,0.5746,0.9352,1.0427,9.0681
0.982,0.9961,0.4838,0.575,4.0836,6.1697
0.8308,0.1926,0.5825,0.2967,6.8117,2.1852
0.8817,0.7683,0.2664,0.1543,8.4166,1.1126
0.8628,0.8094,0.7969,0.088,6.7415,2.3396
0.7401,0.3156,0.1305,0.5457,2.706,5.7299
0.5947,0.0253,0.8476,0.4114,4.8179,2.4334
0.1609,0.7169,0.2064,0.0116,0.0975,8.6256
0.148,0.2196,0.0173,0.1424,8.4229,-1.2731
0.6128,0.0411,0.9451,0.1259,8.6719,-1.2237
0.8774,0.3919,0.3759,0.9235,7.8359,2.2154
0.6022,0.8764,0.7696,0.1686,3.5744,6.5425
0.9824,0.129,0.9101,0.0627,9.5068,-1.0852
0.0567,0.5167,0.5043,0.8045,-0.1434,7.7792
0.6107,0.4224,0.8834,0.636,3.8721,6.3043
0.5394,0.172,0.7177,0.9644,-0.9765,9.7991
0.8976,0.0537,0.2121,0.9092,-1.54,9.141
0.7444,0.913,0.9533,0.7954,3.0075,6.4531
0.8023,0.8484,0.6815,0.5751,4.5867,5.2307
0.1112,0.4816,0.5825,0.1327,1.1341,7.1069
0.9168,0.9134,0.7947,0.5901,4.3612,4.7373
0.4322,0.4817,0.961,0.0436,2.1634,8.0315
0.1239,0.3853,0.3115,0.0738,0.5192,7.851
0.2342,0.2649,0.4397,0.3186,4.0415,5.2734
0.4672,0.0189,0.7241,0.742,0.3123,6.858
0.6454,0.3591,0.0736,0.0061,10.2363,-2.4045
0.68,0.0349,0.0615,0.1284,8.633,-1.2607
0.81,0.251,0.4049,0.3282,6.5589,2.8709
0.8874,0.2786,0.7163,0.7448,2.2491,7.3539
0.6008,0.9073,0.4458,0.7237,5.9676,4.2499
0.7404,0.0934,0.1931,0.0759,9.3463,-1.294
0.014,0.3747,0.3881,0.4769,3.671,3.4356
0.8081,0.3403,0.8877,0.4073,5.8661,4.0498
0.0549,0.5711,0.0427,0.7884,5.8886,1.5791
0.1887,0.1793,0.9061,0.9953,-1.2619,10.147
0.5365,0.1254,0.8944,0.4277,4.2567,4.129
0.708,0.0816,0.4515,0.9752,-2.0685,9.9906
0.4109,0.518,0.3166,0.1418,8.4986,1.3097
0.4028,0.4267,0.9284,0.4341,6.1367,3.9935
0.0477,0.402,0.943,0.6721,1.5056,6.0236
0.8373,0.3633,0.5427,0.5312,4.3254,5.6818
0.039,0.0907,0.1115,0.4714,4.2773,3.1452
0.0879,0.038,0.1091,0.4865,6.527,0.8833
0.0019,0.0384,0.0792,0.4663,4.3738,2.575
0.122,0.0213,0.1146,0.483,5.9045,1.2966
0.0314,0.0831,0.0079,0.4915,7.4999,-0.4722
0.0856,0.103,0.1156,0.5504,3.7149,4.2523
0.1014,0.0237,0.0447,0.4326,3.7122,3.5196
0.0087,0.109,0.1351,0.4812,3.144,3.8939
0.1179,0.0467,0.1179,0.4789,5.4927,2.0242
0.0857,0.1319,0.0796,0.4758,5.3322,2.5683
0.0039,0.0763,0.1316,0.5625,3.351,3.6233
0.0989,0.0133,0.0961,0.4962,8.8724,-1.774
0.0346,0.0946,0.1355,0.5083,-0.2988,7.667
0.141,0.0524,0.1375,0.5494,3.4968,4.0878
0.0943,0.1209,0.0818,0.4388,4.0966,3.8275
0.1176,0.0897,0.0456,0.4493,4.0218,3.4818
0.1426,0.0689,0.0113,0.5105,6.1734,0.8984
0.106,0.0854,0.0234,0.5313,1.93,5.2977
0.1099,0.0053,0.0453,0.5581,3.3171,3.6768
0.0874,0.0297,0.1298,0.5322,2.7616,4.5461
0.0409,0.077,0.019,0.5301,1.8938,5.2775
0.0177,0.0854,0.0266,0.4654,4.5066,2.6482
0.0537,0.011,0.1387,0.4728,4.7601,2.3076
0.0383,0.0831,0.025,0.5432,1.9428,5.3054
0.0011,0.0143,0.0968,0.53,2.4134,4.524
0.1024,0.1353,0.0183,0.5274,4.0442,3.1189
0.0636,0.0333,0.0369,0.52,1.7642,5.5886
0.013,0.0514,0.0932,0.4668,4.4101,2.6843
0.1157,0.0526,0.0708,0.507,-0.4503,8.038
0.098,0.1079,0.0156,0.4577,4.037,3.0912
0.1002,0.0304,0.1356,0.4369,3.7837,3.5322
0.1307,0.1056,0.1179,0.5273,2.9668,5.2158
0.0913,0.0181,0.0525,0.4745,4.9354,2.2246
0.0357,0.1381,0.0463,0.5459,3.3161,4.0665
0.1373,0.0277,0.0866,0.5625,3.5082,3.7738
0.0336,0.0031,0.0465,0.5091,-0.4333,7.3974
0.0669,0.0027,0.01,0.4885,6.7979,0.1611
0.1366,0.1073,0.1235,0.5511,3.8489,4.3511
0.1176,0.0866,0.0933,0.4218,4.0348,3.9427
0.0101,0.1003,0.0385,0.5318,2.5943,4.4621
0.075,0.0906,0.1101,0.5794,3.8806,3.9676
0.117,0.098,0.0017,0.5167,3.9437,3.0019
0.081,0.1259,0.0779,0.4648,4.6338,3.2472
0.02,0.122,0.0545,0.4342,5.175,2.0096
0.1153,0.0003,0.1404,0.5159,0.9012,6.0259
0.1243,0.0056,0.0533,0.4978,9.431,-2.4341
0.1246,0.127,0.1284,0.5315,3.3414,5.036
0.1183,0.0754,0.0562,0.4219,3.8629,3.7679
0.1086,0.062,0.0157,0.4365,3.6889,3.4403
0.0767,0.0236,0.0233,0.4234,3.6672,3.5595
0.0633,0.023,0.0948,0.5281,2.4488,4.7737
0.0446,0.073,0.033,0.4347,3.7837,3.565
0.1087,0.1084,0.0024,0.5421,1.7558,5.1991
0.0506,0.0989,0.0489,0.445,3.9766,3.566
0.0919,0.0264,0.0467,0.4215,3.6805,3.5852
0.0609,0.1151,0.0302,0.5773,1.9847,5.3291
0.0857,0.0954,0.0762,0.4912,7.5763,0.2852
0.1196,0.0726,0.1065,0.5349,3.1896,4.6309
0.036,0.0534,0.0693,0.4864,2.5472,4.8384
0.0061,0.0429,0.0374,0.5603,3.3457,3.6584
0.1383,0.0361,0.0212,0.436,3.7201,3.4799
0.0723,0.0781,0.0905,0.5242,2.4966,5.3208
0.0264,0.0663,0.1299,0.4626,4.6749,2.5907
0.029,0.1383,0.0389,0.4272,5.2552,2.0432
0.046,0.121,0.0752,0.5616,3.6156,3.8921
0.1289,0.0109,0.0304,0.4278,3.6057,3.461
0.004,0.1241,0.1372,0.5427,3.0143,3.9621
0.1319,0.0126,0.0107,0.4967,9.0379,-1.9743
0.1327,0.0279,0.0477,0.541,3.129,4.1561
0.083,0.1401,0.0397,0.509,6.2771,1.1547
0.131,0.1004,0.1095,0.4784,5.6558,2.4713
0.1367,0.1051,0.0735,0.5089,6.39,1.4408
0.0607,0.1264,0.1171,0.4246,5.406,2.2771
0.0224,0.0509,0.0672,0.4918,1.2969,5.9185
0.0777,0.0134,0.0586,0.5111,0.1355,6.964
0.0071,0.0904,0.0249,0.4709,4.1283,2.8892
0.0793,0.1061,0.0276,0.5092,6.2339,1.0471
0.088,0.0853,0.0676,0.4649,4.5859,3.1772
0.0543,0.0884,0.046,0.4697,4.7279,2.7798
0.0517,0.0077,0.1226,0.5194,1.4719,5.5527
0.0349,0.0513,0.0377,0.5013,-2.496,9.8683
0.0939,0.0356,0.0497,0.5471,3.343,4.0375
0.0527,0.003,0.1103,0.4407,3.6461,3.317
0.0244,0.1423,0.0337,0.578,3.5695,3.6705
0.0047,0.031,0.1382,0.4425,5.0266,1.9591
0.1217,0.1056,0.0566,0.5023,8.4071,-0.7722
0.0929,0.0656,0.0972,0.4701,4.8497,2.8908
0.0349,0.0527,0.0776,0.4438,5.1566,2.2157
0.1159,0.0097,0.0272,0.4914,7.4771,-0.4258
0.0697,0.1237,0.1338,0.507,-0.2772,8.0649
0.0361,0.1304,0.025,0.556,1.9428,5.3054
0.0854,0.0041,0.056,0.4912,7.4157,-0.4383
0.0844,0.0063,0.0352,0.4952,8.5383,-1.5322
0.0839,0.1161,0.1356,0.4587,5.0873,2.8604
0.0074,0.1194,0.0126,0.5701,3.4266,3.5949
0.0973,0.0621,0.079,0.498,9.5175,-1.818
0.0176,0.0144,0.0658,0.4992,9.9729,-2.8601
0.0679,0.0393,0.0878,0.4721,4.8531,2.5736
0.0327,0.0747,0.0951,0.4555,4.936,2.4086
0.0916,0.0893,0.0164,0.5192,4.0328,3.1057
0.0357,0.0394,0.0142,0.4264,3.6209,3.4888
0.0221,0.0596,0.0429,0.5635,3.4802,3.731
0.1307,0.0251,0.0693,0.5612,3.4801,3.7691
0.0517,0.0844,0.0525,0.578,3.7391,3.8374
0.1294,0.0701,0.1222,0.44,4.0429,3.7489
0.0704,0.0841,0.1228,0.498,-0.1174,7.9133
0.09,0.0991,0.0688,0.5215,4.328,3.4494
0.1232,0.0934,0.0636,0.4706,4.8709,2.846
0.005,0.1159,0.0054,0.4354,5.0946,1.8951
0.0043,0.0157,0.067,0.5409,2.9597,4.0208
0.048,0.1244,0.0597,0.5333,2.9492,4.5831
0.1116,0.0457,0.1049,0.5262,2.4731,5.0315
0.099,0.0017,0.0679,0.4931,7.9081,-0.9625
0.0109,0.0281,0.0415,0.5317,2.5941,4.4726
0.0837,0.0463,0.0812,0.437,3.8803,3.6315
0.0226,0.002,0.0818,0.5093,-0.3949,7.3447
0.0171,0.0211,0.0499,0.4818,3.1238,4.0229
0.0643,0.0729,0.0213,0.5102,6.2105,0.9906
0.0201,0.0919,0.0793,0.5734,3.5253,3.6604
0.0079,0.0951,0.1392,0.4818,3.0598,3.9679
0.121,0.0446,0.1236,0.5007,-2.6123,10.1036
0.1057,0.0297,0.0086,0.4883,6.7766,0.2604
0.1069,0.0776,0.1112,0.475,5.254,2.6229
0.0649,0.0771,0.0103,0.4751,4.9489,2.1106
0.0967,0.0773,0.1349,0.5707,3.8616,4.0122
0.0582,0.001,0.058,0.4451,3.6856,3.2508
0.0326,0.1217,0.0056,0.5662,1.7823,5.2146
0.0677,0.0703,0.0277,0.4379,3.7751,3.507
0.0544,0.0376,0.1162,0.4555,4.1049,3.3002
0.0426,0.1397,0.0856,0.5755,3.6759,3.7907
0.1144,0.069,0.0496,0.5006,8.3986,-0.8468
0.1083,0.007,0.0329,0.5053,-1.444,8.4594
0.1253,0.0586,0.0902,0.4698,4.7968,2.8617
0.0604,0.0766,0.0795,0.4441,5.2692,2.4108
0.0147,0.0367,0.1299,0.5366,2.8706,4.2453
0.1312,0.0069,0.086,0.5077,-0.7511,7.7655
0.0517,0.0527,0.0879,0.4261,5.3618,2.2146
0.0007,0.0589,0.1195,0.486,2.3489,4.5834
0.0613,0.086,0.0996,0.4634,4.8195,2.8707
0.0852,0.0606,0.01,0.4235,3.5829,3.4725
0.1392,0.14,0.1208,0.4468,4.3841,3.9554
0.1,0.0479,0.0833,0.5524,3.5193,4.0119
0.1217,0.0011,0.0123,0.5,-3.4764,10.4138
0.0714,0.1409,0.0525,0.4742,5.0769,2.5098
0.1234,0.1143,0.0963,0.5796,2.4778,5.6053
0.0377,0.1013,0.0356,0.5639,2.0272,5.3533
0.018,0.0334,0.1271,0.5027,-2.1819,9.3409
0.0889,0.0426,0.075,0.5393,3.1699,4.2967
0.0027,0.1047,0.0635,0.5648,3.3611,3.5979
0.0644,0.0646,0.1382,0.4958,0.5527,7.1734
0.0779,0.1373,0.0615,0.4576,4.2943,3.398
0.134,0.102,0.0064,0.4419,3.6811,3.3271
0.0989,0.0867,0.0565,0.5253,4.2617,3.3721
0.0552,0.0527,0.0057,0.4848,6.1224,0.8766
0.0167,0.0906,0.0586,0.5551,3.3568,3.7857
0.112,0.03,0.0466,0.4303,3.7384,3.5723
0.0303,0.0016,0.1212,0.4761,4.9967,1.9479
0.0089,0.113,0.0266,0.4545,4.8415,2.1996
0.0243,0.0813,0.0949,0.4879,2.1767,5.0623
0.0824,0.066,0.1026,0.5008,-2.3043,10.0489
0.073,0.0249,0.0037,0.4405,3.6484,3.3239
0.0642,0.076,0.0147,0.4563,3.9916,3.1243
0.01,0.0509,0.1399,0.4575,4.7664,2.289
0.1114,0.0459,0.017,0.5142,4.0361,3.1096
0.0486,0.0547,0.0353,0.4321,3.7813,3.5962
0.1266,0.0694,0.1002,0.4632,4.5234,3.2602
0.0847,0.0199,0.1394,0.4837,6.0031,1.1805
0.1319,0.03,0.0972,0.4221,3.7048,3.606
0.0842,0.094,0.0626,0.4504,4.1375,3.5681
0.0589,0.0956,0.0043,0.4551,3.8965,3.084
0.1173,0.0381,0.0613,0.4812,5.7278,1.6835
0.0499,0.1023,0.1009,0.4836,3.0951,4.4598
0.0281,0.0114,0.0084,0.5515,1.8063,5.2276
0.0091,0.0483,0.0019,0.4889,6.8798,0.0689
0.0953,0.126,0.0802,0.4595,4.4491,3.4576
0.0939,0.0389,0.0405,0.4498,3.9918,3.4297
0.0826,0.0039,0.0903,0.5586,3.3125,3.6618
0.1076,0.1023,0.0873,0.4893,7.1902,0.7954
0.0133,0.1297,0.052,0.5449,3.1407,3.9577
0.1133,0.0323,0.009,0.4995,10.0986,-3.0566
0.091,0.0097,0.0316,0.4289,3.6035,3.4478
0.1243,0.0854,0.0617,0.429,3.9215,3.7739
0.055,0.051,0.0066,0.5522,1.7907,5.2195
0.0079,0.0457,0.0819,0.563,3.3824,3.6453
0.0856,0.1071,0.0765,0.4745,5.2091,2.6555
0.1244,0.0219,0.0314,0.5666,3.5013,3.7079
0.0559,0.1079,0.0499,0.4773,5.3414,2.2135
0.0956,0.079,0.0537,0.5414,2.1679,5.4331
0.0856,0.1304,0.0209,0.5147,4.0593,3.1366
0.1122,0.1384,0.0071,0.5549,1.7954,5.2221
0.0932,0.019,0.1188,0.5589,3.4172,3.7541
0.0376,0.098,0.0405,0.5546,3.4862,3.9189
0.0129,0.0369,0.016,0.5351,2.7895,4.3028
0.0546,0.0673,0.0892,0.5016,-2.1391,9.7504
0.0389,0.1393,0.0114,0.5645,1.8315,5.2423
0.0081,0.0744,0.0346,0.4441,5.0236,2.0062
0.0471,0.0941,0.0347,0.4681,4.576,2.7943
0.1163,0.1077,0.0466,0.501,8.395,-0.8791
0.085,0.0236,0.1125,0.4272,3.684,3.5468
0.076,0.1154,0.1086,0.4668,4.7386,3.1209
0.0249,0.0784,0.0941,0.5348,2.8622,4.385
0.0814,0.0691,0.1209,0.5664,3.7906,3.9899
0.1377,0.097,0.024,0.4429,3.8025,3.4334
0.08,0.1326,0.0909,0.4578,5.0968,2.8078
0.0612,0.1314,0.0199,0.5529,1.9013,5.2823
0.0093,0.0554,0.1085,0.5491,3.208,3.8382
0.1189,0.0393,0.0334,0.5336,2.0104,5.3435
0.1214,0.0574,0.1414,0.4725,4.9694,2.6747
0.1002,0.0926,0.0395,0.4789,5.461,1.9677
0.1162,0.1019,0.1239,0.5787,4.0276,4.116
0.1,0.1304,0.0413,0.4314,3.8136,3.6377
0.0336,0.1229,0.0569,0.4508,5.0438,2.3121
0.0882,0.0907,0.048,0.4842,6.1823,1.35
0.0311,0.0726,0.0743,0.4561,4.9129,2.4122
0.0919,0.065,0.027,0.5606,1.959,5.3148
0.0734,0.0796,0.1009,0.4842,3.1603,4.6694
0.1329,0.0971,0.0519,0.5392,2.1543,5.4252
0.1353,0.0341,0.0472,0.5347,2.9223,4.4397
0.0682,0.028,0.0487,0.5633,3.5163,3.7698
0.1092,0.1149,0.0442,0.4383,3.8782,3.6079
0.1084,0.0979,0.0951,0.4235,4.086,3.9847
0.0512,0.1344,0.004,0.4605,4.059,2.9174
0.0433,0.0516,0.047,0.5399,3.1956,4.2803
0.0567,0.0796,0.0636,0.5081,-0.1264,7.7623
0.1177,0.1253,0.0309,0.5005,8.3728,-1.0507
0.065,0.0304,0.0719,0.5526,3.4106,3.9053
0.0674,0.1129,0.0352,0.4645,4.3976,2.9778
0.0273,0.1263,0.0465,0.5111,0.2736,7.0033
0.0004,0.0653,0.004,0.4295,5.108,1.8202
0.1323,0.0209,0.1116,0.5481,3.2662,3.9297
0.0633,0.0564,0.0749,0.4551,4.2013,3.4316
0.1193,0.0614,0.1048,0.474,5.1018,2.5895
0.1312,0.0041,0.0905,0.4471,3.7343,3.2432
0.0917,0.0134,0.0243,0.5061,-1.1238,8.2233
0.0597,0.1089,0.078,0.4372,5.3339,2.3379
0.051,0.122,0.066,0.579,3.7383,3.83
0.1156,0.139,0.0759,0.4628,4.5416,3.3169
0.0744,0.1157,0.0572,0.5375,2.1946,5.4475
0.1122,0.0574,0.038,0.4224,3.755,3.6553
0.0679,0.0917,0.0916,0.4722,4.3779,3.3893
0.0419,0.0249,0.0149,0.5101,6.1874,0.9315
0.058,0.0313,0.0247,0.5622,1.9401,5.304
0.0636,0.0513,0.1154,0.4477,4.0291,3.5432
0.1344,0.1404,0.1398,0.5414,3.7864,4.6875
0.0669,0.1426,0.0309,0.5134,4.1176,3.2044
0.0797,0.0769,0.1122,0.4542,4.2914,3.5783
0.1183,0.0634,0.0792,0.4223,3.906,3.8089
0.1322,0.0769,0.0023,0.56,1.7549,5.1989
0.1417,0.019,0.0593,0.5042,-1.6529,8.8242
0.129,0.0847,0.0039,0.4644,4.2167,2.7576
0.0444,0.1319,0.1418,0.4323,5.2995,2.1897
0.0237,0.0654,0.0074,0.5368,1.7981,5.2234
0.0696,0.032,0.007,0.5094,6.1574,0.858
0.0301,0.0941,0.1154,0.5653,3.5453,3.7676
0.0431,0.1351,0.0726,0.4377,5.2558,2.217
0.1389,0.0463,0.0823,0.5461,3.3901,4.1217
0.0819,0.0654,0.0949,0.4265,3.9325,3.806
0.0643,0.1397,0.1329,0.5061,-0.5721,8.2972
0.0862,0.0499,0.0073,0.4588,4.0209,2.9986
0.0197,0.0877,0.1185,0.4648,4.5452,2.6353
0.0617,0.1154,0.0306,0.5161,4.1163,3.2027
0.1212,0.0291,0.1397,0.5699,3.5666,3.7329
0.0787,0.1149,0.0958,0.5544,3.7345,4.1548
0.0029,0.0619,0.0973,0.4638,4.4993,2.4628
0.1217,0.1049,0.0685,0.4444,4.081,3.6923
0.0692,0.1409,0.1008,0.4271,5.4326,2.3489
0.0646,0.018,0.0729,0.5622,3.4425,3.7164
0.0589,0.0191,0.0613,0.471,4.6721,2.5002
0.1062,0.0271,0.1256,0.5773,3.5851,3.6898
0.0234,0.078,0.0849,0.4707,4.2369,2.9908
0.1427,0.1023,0.0966,0.4443,4.2311,3.856
0.0116,0.1397,0.1029,0.5401,2.9847,4.0912
0.0289,0.0229,0.0037,0.4484,3.7531,3.2192
0.1164,0.009,0.026,0.5668,3.4178,3.6242
0.03,0.0007,0.015,0.427,3.5358,3.3965
0.0794,0.0504,0.0124,0.4375,3.676,3.4101
0.117,0.1147,0.0415,0.5177,4.1782,3.2751
0.1184,0.1181,0.1108,0.5651,2.5768,5.6601
0.0019,0.0437,0.0559,0.54,2.9119,4.0368
0.0662,0.0553,0.0961,0.4213,3.8554,3.7641
0.0516,0.112,0.0529,0.4656,4.6751,2.9003
0.0786,0.1279,0.024,0.484,6.0654,1.1705
0.0284,0.093,0.045,0.4629,4.6742,2.617
0.0776,0.1106,0.1086,0.4983,-0.1555,8.0324
0.1054,0.1239,0.0044,0.4712,4.6081,2.3734
0.1266,0.1189,0.0472,0.5555,2.1183,5.4047
0.0477,0.0964,0.0812,0.4888,2.1805,5.3488
0.0933,0.1283,0.1053,0.4506,5.3143,2.7369
0.0416,0.0124,0.0733,0.4373,3.6745,3.4116
0.1263,0.1324,0.0164,0.5155,4.0328,3.1057
0.0913,0.1189,0.0126,0.4623,4.1784,2.9108
0.0579,0.107,0.1387,0.4893,2.1568,5.4935
0.0894,0.1233,0.0277,0.5485,1.9643,5.3177
0.085,0.0153,0.0436,0.4941,8.2169,-1.0928
0.1303,0.123,0.0106,0.533,1.8242,5.2384
0.0276,0.0386,0.0589,0.5687,3.5506,3.7304
0.0583,0.1323,0.0021,0.5145,3.946,3.0048
0.0999,0.0254,0.0202,0.5619,1.9037,5.2829
0.0837,0.0094,0.057,0.5328,2.6465,4.4007
0.0254,0.1336,0.1417,0.4316,5.2164,2.037
0.1137,0.05,0.0392,0.474,4.9979,2.4278
0.0456,0.1384,0.0224,0.5062,6.2147,1.0007
0.1229,0.0941,0.1279,0.5756,3.9753,4.0842
0.1399,0.0544,0.0852,0.5494,3.5097,4.0995
0.1216,0.0236,0.0134,0.4428,3.7356,3.3638
0.1406,0.1206,0.0286,0.4814,5.7139,1.5794
0.0431,0.0274,0.0056,0.4928,7.8322,-0.8353
0.0313,0.0281,0.1136,0.5358,2.9309,4.3563
0.1116,0.0794,0.1281,0.4419,4.1129,3.7845
0.0194,0.0884,0.0607,0.5004,-3.0551,10.2315
0.094,0.0331,0.0759,0.454,4.0423,3.3074
0.1197,0.0201,0.0619,0.5356,2.8649,4.3207
0.122,0.1301,0.0399,0.5255,4.1693,3.2645
0.0817,0.023,0.1135,0.5761,3.5547,3.6679
0.0714,0.0713,0.0698,0.5167,4.3332,3.4555
0.0071,0.0971,0.0339,0.4343,5.1124,1.905
0.0244,0.044,0.061,0.568,3.5258,3.7142
0.0619,0.1143,0.04,0.5112,6.2774,1.1575
0.1242,0.0751,0.1128,0.5195,2.0327,5.8165
0.074,0.1253,0.0426,0.5287,4.1845,3.2822
0.0304,0.1207,0.1081,0.4489,5.0621,2.2538
0.0972,0.0174,0.0043,0.4628,4.1495,2.8311
0.0359,0.1327,0.0262,0.5787,1.9526,5.311
0.0627,0.0401,0.0352,0.5259,4.1422,3.2332
0.0131,0.0124,0.0923,0.5049,-1.5046,8.5907
0.1102,0.131,0.087,0.5132,4.4226,3.56
0.1363,0.0354,0.007,0.521,3.9759,3.0395
0.0934,0.0723,0.012,0.5525,1.8361,5.2449
0.0093,0.0489,0.0593,0.4908,1.4235,5.6227
0.0364,0.0459,0.1062,0.5486,3.3791,4.0116
0.0463,0.0679,0.0162,0.4524,3.9064,3.2289
0.0393,0.0707,0.0415,0.5379,3.0958,4.3309
0.0496,0.0664,0.0319,0.439,3.8106,3.5237
0.1096,0.003,0.0213,0.505,-1.582,8.5451
0.061,0.0489,0.0196,0.5431,1.8986,5.2808
0.0351,0.062,0.0139,0.4813,5.6389,1.4667
0.0569,0.1147,0.0037,0.4943,8.2615,-1.2892
0.0674,0.0316,0.0863,0.4362,3.7858,3.5455
0.0343,0.0374,0.0096,0.4551,3.9292,3.121
0.0853,0.0301,0.1228,0.5387,3.0638,4.249
0.1149,0.1173,0.1218,0.5436,3.7397,4.5392
0.1237,0.0664,0.0872,0.5627,3.7485,4.0012
0.0246,0.0227,0.0825,0.4289,3.6861,3.5324
0.062,0.084,0.0572,0.499,9.887,-2.2449
0.1266,0.0351,0.0064,0.4898,7.0915,-0.0833
0.1194,0.0467,0.0718,0.4362,3.8767,3.6402
0.0461,0.0701,0.1358,0.4264,5.3361,2.1736
0.0254,0.1336,0.032,0.4361,5.1868,2.0665
0.1062,0.0863,0.0056,0.5451,1.7823,5.2146
0.0624,0.1221,0.0689,0.4499,5.1933,2.5092
0.0609,0.0903,0.0266,0.4865,6.4903,0.7784
0.0133,0.0027,0.0382,0.4398,3.6351,3.3239
0.0946,0.0349,0.0557,0.4612,4.264,3.1083
0.1413,0.1207,0.0863,0.5551,2.4077,5.5666
0.0021,0.0779,0.0909,0.4219,5.1475,1.8033
0.0772,0.0386,0.1003,0.5386,3.1179,4.2996
0.1046,0.074,0.1095,0.5328,3.0977,4.7392
0.0856,0.0761,0.1395,0.5608,3.7893,4.0713
0.0596,0.0706,0.0194,0.5512,1.8973,5.2791
0.0279,0.0506,0.082,0.4288,5.2432,2.0419
0.1206,0.0856,0.1288,0.5498,3.7048,4.2624
0.0054,0.0131,0.0586,0.5574,3.3099,3.6849
0.0149,0.0077,0.076,0.4467,3.7513,3.2734
0.0714,0.088,0.1082,0.4976,0.0315,7.7757
0.0296,0.0749,0.036,0.4436,5.1341,2.1715
0.0251,0.0463,0.0607,0.4654,4.5465,2.7027
0.0569,0.14,0.1078,0.5088,0.0457,7.5922
0.0846,0.0446,0.029,0.4508,3.9513,3.3472
0.0319,0.0486,0.1053,0.5028,-1.9769,9.3112
0.0557,0.1071,0.0011,0.4411,3.6378,3.2997
0.0449,0.0869,0.0179,0.5583,1.8847,5.2722
0.0207,0.1277,0.0049,0.568,1.7766,5.2111
0.0297,0.0136,0.1212,0.5589,3.3818,3.7207
0.0946,0.0114,0.0013,0.4666,4.31,2.6305
0.0194,0.1016,0.0393,0.5083,-0.4571,7.6335
0.0434,0.1244,0.1394,0.44,5.2369,2.2401
0.0313,0.0531,0.0572,0.5778,3.6128,3.7144
0.0542,0.1147,0.0182,0.4468,3.8183,3.3427
0.0543,0.0113,0.0976,0.4307,3.6225,3.4493
0.0319,0.0827,0.0779,0.4432,5.1495,2.1849
0.0103,0.0594,0.0222,0.5531,3.2845,3.775
0.0144,0.0579,0.078,0.4809,3.2225,3.8903
0.0176,0.0719,0.1186,0.5745,3.5139,3.6399
0.0886,0.0514,0.1106,0.4967,9.0645,-1.4912
0.1312,0.1044,0.0968,0.4221,4.0908,3.9984
0.0537,0.1056,0.0828,0.5414,3.312,4.289
0.1182,0.0356,0.1096,0.4453,3.9024,3.4781
0.1206,0.1219,0.0332,0.4525,4.0101,3.3407
0.1197,0.0751,0.0826,0.5778,3.876,3.9732
0.0199,0.0631,0.0364,0.4885,2.0237,5.1599
0.1066,0.0071,0.0586,0.523,1.8804,5.137
0.0361,0.0083,0.0132,0.4432,3.7081,3.3247
0.0477,0.1274,0.0549,0.4477,5.1635,2.3658
0.0166,0.0617,0.008,0.56,1.8027,5.226
0.1217,0.0744,0.0572,0.4868,6.638,1.004
0.0143,0.0726,0.0959,0.5494,3.248,3.8628
0.0024,0.1254,0.0842,0.4701,4.1537,2.8012
0.0289,0.0463,0.1362,0.4249,5.2644,2.0331
0.057,0.0231,0.0037,0.427,3.5556,3.4167
0.0862,0.003,0.073,0.5274,2.2405,4.7226
0.1042,0.0534,0.023,0.5305,1.9265,5.2961
0.0374,0.0337,0.1389,0.5187,1.6036,5.7533
0.0754,0.0717,0.1082,0.478,5.5036,2.3067
0.1113,0.0324,0.0186,0.4798,5.4728,1.6933
0.0906,0.1073,0.1364,0.5037,-1.0133,9.0349
0.0114,0.0407,0.0526,0.5784,3.4872,3.5866
0.0996,0.023,0.0567,0.5419,3.1226,4.0999
0.1259,0.1367,0.054,0.5141,4.2479,3.3562
0.0126,0.0624,0.0946,0.5138,0.6579,6.4313
0.0909,0.0989,0.0973,0.4486,5.3375,2.6871
0.0127,0.0371,0.0071,0.4586,4.0131,3.0044
0.0756,0.0427,0.0958,0.4525,4.0653,3.4024
0.1169,0.095,0.1228,0.422,4.0811,3.9886
0.0169,0.1124,0.0192,0.4438,5.0706,2.074
0.0057,0.0003,0.0663,0.535,2.6919,4.2352
0.0103,0.1039,0.1035,0.472,4.0693,2.9902
0.0574,0.0179,0.1265,0.4683,4.4972,2.6598
0.0682,0.1381,0.0393,0.5452,2.0569,5.3698
0.0807,0.0589,0.1215,0.5457,3.4604,4.2022
0.05,0.1141,0.1015,0.5382,3.1795,4.3775
0.14,0.0653,0.0743,0.5017,-1.9754,9.7118
0.0466,0.021,0.0077,0.4242,3.5705,3.4541
0.1173,0.1243,0.009,0.5634,1.8112,5.2309
0.0357,0.0354,0.0547,0.4301,3.771,3.6075
0.036,0.1117,0.1036,0.5778,3.6422,3.7434
0.0421,0.0409,0.1244,0.438,3.8568,3.5894
0.1087,0.0039,0.0645,0.5502,3.1915,3.7829
0.0839,0.0876,0.1394,0.4943,1.1605,6.7872
0.0744,0.0431,0.1241,0.5634,3.6122,3.8606
0.0377,0.031,0.0835,0.5116,0.4124,6.9117
0.106,0.1134,0.1276,0.4664,4.8975,3.2891
0.0612,0.106,0.054,0.5567,2.1702,5.4339
